x	w
0.137793470540492431	0.308441115765020141	
0.729454549503170498	0.401119929155273552	
0.180834290174031605e1	0.218068287611809422	
0.340143369785489951e1	0.620874560986777475e-1
0.555249614006380363e1	0.950151697518110055e-2
0.833015274676449670e1	0.753008388587538775e-3
0.118437858379000656e2	0.282592334959956557e-4	
0.162792578313781021e2	0.424931398496268637e-6
0.219965858119807620e2	0.183956482397963078e-8
0.299206970122738916e2	0.991182721960900856e-12
